Clustername 1	Clustername 2	Raw distance	Squared similarity	Jaccard index	DSS index	Adjacency index	raw DSS non-anchor	raw DSS anchor	Non-anchor domains	Anchor domains	Combined group	Shared group
AZXC01000021.1.region002	LNBE01000005.1.region001	0.12163928896188736	0.7715175151824951	1.0	0.8745986819267273	1.0	0.1254013329744339	0.0	13	0	siderophore - siderophore	siderophore
c04037_NODE_40...region001	c04182_NODE_41...region001	0.22417312860488892	0.6019073128700256	0.6666666865348816	0.7826393842697144	0.5	0.0	0.21736061573028564	0	2	arylpolyene - arylpolyene	arylpolyene
c01741_NODE_17...region001	c05131_NODE_51...region001	0.083440862596035	0.8400806784629822	1.0	0.9139785170555115	1.0	0.25806450843811035	0.0	2	1	arylpolyene - siderophore	
JAAHGN010000092.region001	JAAHHE010000019.region001	0.011958904564380646	0.9762251973152161	1.0	0.9876712560653687	1.0	0.012328767217695713	0.0	10	0	phosphonate - terpene.phosphonate	
CP000438.1.region012	CP006853.1.region012	0.008360605686903	0.9833486676216125	1.0	0.9913808107376099	1.0	0.010001425631344318	0.00136239780113101	42	2	betalactone.NRPS-like - betalactone.NRPS-like	betalactone.NRPS-like
KB897632.1.region001	SHLF01000003.1.region002	0.2645573019981384	0.5408759713172913	0.7837837934494019	0.735243558883667	0.7209302186965942	0.264756441116333	0.0	44	0	phenazine - phenazine.NRPS	
ACDI02000014.1.region001	JH724133.1.region002	0.018108893185853958	0.9641101360321045	1.0	0.9813310503959656	1.0	0.023238154128193855	0.011651989072561264	43	7	arylpolyene - arylpolyene	arylpolyene
c02275_NODE_22...region001	c03485_NODE_34...region001	0.21900250017642975	0.6099570989608765	1.0	0.7742242217063904	1.0	0.05000000074505806	0.2477477490901947	1	2	arylpolyene - arylpolyene	arylpolyene
c00691_NODE_69...region001	c02530_NODE_25...region001	0.25949999690055847	0.5483402609825134	0.5	0.75	0.4000000059604645	0.75	0.0	4	2	arylpolyene - arylpolyene	arylpolyene
c02481_NODE_24...region001	c02556_NODE_25...region001	0.02500000037252903	0.9506250023841858	0.5	1.0	0.0	0.0	0.0	1	0	resorcinol - resorcinol	resorcinol
c02263_NODE_22...region001	c04199_NODE_41...region001	0.2357262670993805	0.5841143131256104	0.5	0.7758835554122925	0.3333333432674408	1.0	0.03014552965760231	2	2	arylpolyene - arylpolyene	arylpolyene
c02655_NODE_26...region001	c07125_NODE_71...region001	0.15567901730537415	0.7128779292106628	1.0	0.8395061492919922	1.0	0.0	0.1805555522441864	1	2	arylpolyene - arylpolyene	arylpolyene
AZVX01000012.1.region002	JAASAV010000049.region001	0.17656980454921722	0.6780372858047485	0.7142857313156128	0.8312240839004517	0.5	0.16877594590187073	0.0	6	0	butyrolactone - butyrolactone	butyrolactone
AUGH01000005.1.region001	MDRX01000001.1.region010	0.17393547296524048	0.6823825836181641	0.9285714030265808	0.8252874612808228	0.8125	0.17471256852149963	0.0	15	0	NAGGN - NAGGN	NAGGN
ACRC01000030.1.region001	HE798385.1.region006	0.009558816440403461	0.9809737205505371	1.0	0.9901455640792847	1.0	0.009854449890553951	0.0	12	0	siderophore - siderophore	siderophore
ACDI02000014.1.region001	AGXJ01000027.1.region001	0.018108893185853958	0.9641101360321045	1.0	0.9813310503959656	1.0	0.023238154128193855	0.011651989072561264	43	7	arylpolyene - arylpolyene	arylpolyene
CP017708.1.region020	JAAHHH010000072.region001	0.21947000920772552	0.6092270612716675	0.6153846383094788	0.7856375575065613	0.6153846383094788	0.21436241269111633	0.0	11	0	phosphonate - phosphonate	phosphonate
MKGR01000005.1.region001	NKHQ01000024.1.region001	0.05995781719684601	0.8836793303489685	1.0	0.938187837600708	1.0	0.05611664429306984	0.10025706887245178	27	1	betalactone - betalactone	betalactone
c01832_NODE_18...region001	c05793_NODE_57...region001	0.1327906996011734	0.7520519495010376	1.0	0.8837209343910217	0.0	0.11627907305955887	0.0	1	0	arylpolyene - resorcinol	
c00512_NODE_51...region001	c04413_NODE_44...region001	0.020699376240372658	0.9590297341346741	1.0	0.9786604642868042	1.0	0.0	0.02133956365287304	0	2	arylpolyene - siderophore	
c02438_NODE_24...region001	c04038_NODE_40...region001	0.17943543195724487	0.6733261942863464	1.0	0.8150150179862976	1.0	0.0	0.2081081122159958	1	2	arylpolyene - arylpolyene	arylpolyene
CP003284.1.region003	VIKZ01000011.1.region001	0.018896784633398056	0.9625635147094727	0.9743589758872986	0.9817421436309814	0.9534883499145508	0.02506696805357933	0.012938275001943111	50	16	betalactone.NRPS - betalactone.T1PKS.NRPS	
AGDM01000048.1.region001	BGC0000836.1	0.2806195020675659	0.517508327960968	0.9285714030265808	0.717502236366272	0.7058823704719543	0.37501174211502075	0.22698940336704254	12	5	arylpolyene - other	
AL645882.2.region014	GG657754.1.region016	0.23511485755443573	0.5850492715835571	1.0	0.7576135396957397	1.0	0.24238646030426025	0.0	7	0	siderophore - siderophore	siderophore
c03121_NODE_31...region001	c09877_NODE_98...region001	0.2635885179042816	0.5423018932342529	1.0	0.728259265422821	1.0	0.1550000011920929	0.30092594027519226	1	1	arylpolyene - arylpolyene	arylpolyene
c00736_NODE_73...region001	c01131_NODE_11...region001	0.18420635163784027	0.6655192971229553	0.4000000059604645	0.8317460417747498	0.25	0.5047619342803955	0.0	2	1	arylpolyene - arylpolyene	arylpolyene
JAAHHH010001690.region001	JAAHIG010000041.region001	0.2860669493675232	0.5097004175186157	0.05128205195069313	0.7350161671638489	0.022727273404598236	0.2649838328361511	0.0	2	0	CDPS - T1PKS.CDPS	
ABYX02000001.1.region018	CP003219.1.region017	0.18046699464321136	0.6716343760490417	1.0	0.8139515519142151	1.0	0.1860484480857849	0.0	10	0	siderophore - siderophore	siderophore
c03558_NODE_35...region001	c04225_NODE_42...region001	0.08313988149166107	0.8406324982643127	1.0	0.9142887592315674	1.0	0.0	0.0964251235127449	1	2	arylpolyene - arylpolyene	arylpolyene
CP000744.1.region011	CP002496.1.region013	0.16054172813892365	0.704690158367157	0.8636363744735718	0.840584933757782	0.7727272510528564	0.1594150960445404	0.0	21	0	hserlactone - hserlactone	hserlactone
c01036_NODE_10...region001	c04175_NODE_41...region001	0.23372042179107666	0.5871843695640564	1.0	0.7590510845184326	1.0	0.0	0.240948885679245	0	2	arylpolyene - arylpolyene	arylpolyene
CP006853.1.region012	FM209186.1.region014	0.144113689661026	0.7325413823127747	0.8536585569381714	0.858298659324646	0.7400000095367432	0.16432984173297882	0.02007294073700905	43	2	betalactone.NRPS-like - betalactone.NRPS-like	betalactone.NRPS-like
c01392_NODE_13...region001	c02373_NODE_23...region001	0.16547058522701263	0.6964393258094788	1.0	0.8294117450714111	1.0	0.17058824002742767	0.0	2	0	resorcinol - resorcinol	resorcinol
c00779_NODE_77...region001	c02507_NODE_25...region001	0.13592691719532013	0.7466223239898682	0.5	0.8787695169448853	0.3333333432674408	1.0	0.011384306475520134	1	2	arylpolyene - arylpolyene	arylpolyene
AE004091.2.region009	CP003149.1.region005	0.003356888424605131	0.9932975172996521	1.0	0.996539294719696	1.0	0.0034607097040861845	0.0	15	0	NAGGN - NAGGN	NAGGN
ACWU01000258.1.region001	CP006931.1.region011	0.04474978521466255	0.9125029444694519	1.0	0.953866183757782	1.0	0.046133797615766525	0.0	8	0	phenazine - phenazine	phenazine
c02445_NODE_24...region001	c04534_NODE_45...region001	0.2124958485364914	0.6201627850532532	1.0	0.7809321284294128	1.0	0.3385826647281647	0.18918919563293457	1	1	arylpolyene - arylpolyene	arylpolyene
AZXC01000001.1.region002	JNLT01000008.1.region002	0.27568215131759644	0.5246363282203674	0.7692307829856873	0.7284799218177795	0.5	0.27152007818222046	0.0	12	0	siderophore - siderophore	siderophore
AUKP01000011.1.region002	KE384250.1.region002	1.734723475976807e-17	1.0	1.0	1.0	1.0	0.0	0.0	43	0	phenazine - phenazine	phenazine
KB897417.1.region001	KB897756.1.region001	0.030933083966374397	0.9390906691551208	1.0	0.968110203742981	1.0	0.08655796200037003	0.0	7	3	T3PKS.terpene - T3PKS.terpene	T3PKS.terpene
ARBB01000003.1.region016	ARGG01000043.1.region001	0.15993265807628632	0.705713152885437	0.939393937587738	0.8381021618843079	0.8857142925262451	0.17858128249645233	0.11740857362747192	32	3	NRPS-like.T1PKS.bacteriocin - bacteriocin.T1PKS.NRPS-like	
AZWL01000008.1.region001	KB897367.1.region001	0.18982313573360443	0.6563865542411804	1.0	0.8068833351135254	0.875	0.19311663508415222	0.0	9	0	ectoine - ectoine	ectoine
c02678_NODE_26...region001	c07139_NODE_71...region001	0.17382174730300903	0.6825705170631409	1.0	0.8208023309707642	1.0	0.024193547666072845	0.21794871985912323	1	1	arylpolyene - arylpolyene	arylpolyene
AZWB01000004.1.region009	AZWJ01000007.1.region001	0.04861428216099739	0.9051347970962524	1.0	0.9498822093009949	1.0	0.050117816776037216	0.0	13	0	siderophore - siderophore	siderophore
AZWZ01000001.1.region002	PGEW01000002.1.region003	0.011667253449559212	0.9768016338348389	1.0	0.9879719018936157	1.0	0.013364551588892937	0.0	36	1	other - other	other
c01554_NODE_15...region001	c05901_NODE_59...region001	0.2123333364725113	0.6204187870025635	0.5	0.800000011920929	0.3333333432674408	1.0	0.0	2	2	arylpolyene - arylpolyene	arylpolyene
ARIM01000055.1.region002	KB897778.1.region001	0.19921521842479706	0.6412562727928162	0.6363636255264282	0.8077443838119507	0.5454545617103577	0.19225560128688812	0.0	7	0	siderophore - siderophore	siderophore
c02739_NODE_27...region001	c07125_NODE_71...region001	0.25798824429512024	0.5505814552307129	1.0	0.7340327501296997	1.0	0.03030303120613098	0.29542529582977295	1	2	arylpolyene - arylpolyene	arylpolyene
ACWU01000016.1.region001	AE004091.2.region010	0.007214245852082968	0.9856235384941101	1.0	0.9925626516342163	1.0	0.007437366992235184	0.0	22	0	hserlactone - hserlactone	hserlactone
BGC0001558.1	KB898282.1.region002	0.0009441028232686222	0.998112678527832	1.0	0.9990267157554626	1.0	0.0012244766112416983	0.0	62	4	oligosaccharide.PKS-like.T2PKS.NRPS - oligosaccharide.t2pks	
c00531_NODE_53...region001	c01377_NODE_13...region001	0.2834411859512329	0.5134565234184265	0.5714285969734192	0.722520112991333	0.5	0.49724769592285156	0.002770083025097847	5	1	arylpolyene - arylpolyene	arylpolyene
ARIM01000055.1.region002	KB898273.1.region002	1.734723475976807e-17	1.0	1.0	1.0	1.0	0.0	0.0	12	0	siderophore - siderophore	siderophore
c00429_NODE_42...region001	c05802_NODE_58...region001	0.2946084141731262	0.4975773096084595	1.0	0.6962800025939941	1.0	0.5555555820465088	0.272240549325943	1	2	arylpolyene - phenazine	
c02373_NODE_23...region001	c06307_NODE_63...region001	0.005705882329493761	0.9886208176612854	1.0	0.9941176176071167	1.0	0.0058823530562222	0.0	2	0	resorcinol - resorcinol	resorcinol
c02922_NODE_29...region001	c07609_NODE_76...region001	0.20109930634498596	0.6382423043251038	1.0	0.7926811575889587	1.0	0.2582159638404846	0.1945945918560028	1	1	arylpolyene - arylpolyene	arylpolyene
ATCF01000012.1.region001	KE150480.1.region001	1.734723475976807e-17	1.0	1.0	1.0	1.0	0.0	0.0	34	4	arylpolyene - arylpolyene	arylpolyene
c02875_NODE_28...region001	c06021_NODE_60...region001	0.02500000037252903	0.9506250023841858	0.5	1.0	0.0	0.0	0.0	1	0	arylpolyene - arylpolyene	arylpolyene
c02940_NODE_29...region001	c03238_NODE_32...region001	0.13277778029441833	0.7520743608474731	0.5	0.8888888955116272	0.0	0.0	0.1111111119389534	0	1	arylpolyene - arylpolyene	arylpolyene
NJCW01000010.1.region002	NJGH01000052.1.region001	0.23692886531352997	0.5822775363922119	0.9599999785423279	0.7584467530250549	0.8888888955116272	0.2067195326089859	0.28161200881004333	23	5	arylpolyene - arylpolyene	arylpolyene
NJAJ01000019.1.region001	NJCW01000012.1.region001	0.006686236709356308	0.9866722226142883	1.0	0.9931069612503052	1.0	0.006066897418349981	0.013089004904031754	30	1	betalactone - betalactone	betalactone
CP002496.1.region001	CP006853.1.region010	0.03295507654547691	0.935175895690918	0.5	0.9814895987510681	0.5	0.01851038821041584	0.0	9	0	phenazine - phenazine.NRPS	
AQPE01000039.1.region001	KB898230.1.region001	0.28064125776290894	0.5174769759178162	0.8333333134651184	0.7220193147659302	0.5333333611488342	0.2779806852340698	0.0	12	0	siderophore - siderophore	siderophore
AUKP01000011.1.region002	KB897632.1.region001	0.006730122957378626	0.9865850210189819	0.9459459185600281	0.9954934120178223	0.9090909361839294	0.0045065986923873425	0.0	43	0	phenazine - phenazine	phenazine
NJAI01000001.1.region006	NJCX01000020.1.region001	0.24822913110256195	0.5651594400405884	0.8333333134651184	0.7516108751296997	0.71875	0.3257136642932892	0.11307120323181152	28	4	arylpolyene - arylpolyene	arylpolyene
CM001165.1.region011	JOIW01000009.1.region001	0.17655491828918457	0.6780617833137512	1.0	0.8179846405982971	1.0	0.18201537430286407	0.0	10	0	siderophore - siderophore	siderophore
ARIM01000026.1.region001	KB898299.1.region001	1.734723475976807e-17	1.0	1.0	1.0	1.0	0.0	0.0	31	2	T1PKS.butyrolactone - T1PKS.butyrolactone	T1PKS.butyrolactone
AP012280.1.region010	CP000744.1.region004	0.09085365384817123	0.8265470862388611	0.9523809552192688	0.9096390008926392	0.8636363744735718	0.09036102145910263	0.0	22	0	hserlactone - hserlactone	hserlactone
c01327_NODE_13...region001	c02991_NODE_29...region001	0.2974296808242798	0.4936050474643707	1.0	0.6933714747428894	1.0	0.008064515888690948	0.3439490497112274	1	2	arylpolyene - arylpolyene	arylpolyene
c01827_NODE_18...region001	c06231_NODE_62...region001	0.2255512773990631	0.5997708439826965	0.75	0.7769230604171753	0.6666666865348816	0.5	0.1538461595773697	2	2	arylpolyene - arylpolyene	arylpolyene
CP000379.1.region005	LAUA01000016.1.region001	0.09125912189483643	0.8258100152015686	0.6666666865348816	0.9168126583099365	0.6382978558540344	0.08421438187360764	0.07895093411207199	33	2	betalactone.NRPS - betalactone.NRPS	betalactone.NRPS
AGXW01000011.1.region001	c00508_NODE_50...region001	0.2091500163078308	0.625443696975708	0.5	0.8007825613021851	0.4545454680919647	0.2585996091365814	0.1695263683795929	4	2	arylpolyene - arylpolyene	arylpolyene
AZWL01000004.1.region002	JNID01000026.1.region001	0.2706455886363983	0.5319578647613525	0.8333333134651184	0.7256476283073425	0.8571428656578064	0.30458346009254456	0.0476190485060215	30	1	other - other	other
ARGH01000074.1.region001	AZXH01000040.1.region001	0.1637658029794693	0.6992876529693604	0.4545454680919647	0.8505382537841797	0.3333333432674408	0.1494617760181427	0.0	6	0	butyrolactone - lanthipeptide.T1PKS.NRPS.butyrolactone	
c02766_NODE_27...region001	c07139_NODE_71...region001	0.23758064210414886	0.5812832713127136	0.6666666865348816	0.7688171863555908	0.5	0.5	0.09677419066429138	2	1	arylpolyene - arylpolyene	arylpolyene
KQ235757.1.region001	c00969_NODE_96...region001	0.08704645931720734	0.8334841728210449	1.0	0.9102613925933838	1.0	0.09401325136423111	0.08893712610006332	3	4	arylpolyene - arylpolyene	arylpolyene
c03732_NODE_37...region001	c05508_NODE_55...region001	0.1576625406742096	0.7095323801040649	1.0	0.8374612927436829	1.0	0.0	0.16253869235515594	0	2	arylpolyene - arylpolyene	arylpolyene
AE004091.2.region001	CP003149.1.region013	0.014223162084817886	0.9717559814453125	0.9736841917037964	0.986076831817627	0.9772727489471436	0.01476849801838398	0.00948509480804205	42	2	betalactone.NRPS-like - betalactone.NRPS-like	betalactone.NRPS-like
c03977_NODE_39...region001	c04974_NODE_49...region001	0.1747138649225235	0.6810972094535828	0.6666666865348816	0.8336282968521118	0.5	0.0	0.20796459913253784	1	1	arylpolyene - arylpolyene	arylpolyene
AQPE01000049.1.region001	LNBE01000004.1.region003	0.26880282163619995	0.5346493124961853	0.7142857313156128	0.7327020764350891	0.6666666865348816	0.2672979533672333	0.0	5	0	ectoine - ectoine	ectoine
ARHR01000086.1.region001	KB897721.1.region001	0.004658239893615246	0.9907051920890808	1.0	0.9951977133750916	1.0	0.004802308976650238	0.0	8	0	ectoine - ectoine	ectoine
AZVY01000007.1.region001	AZWJ01000015.1.region001	0.15785326063632965	0.7092111110687256	0.7857142686843872	0.847963809967041	0.5882353186607361	0.15203619003295898	0.0	15	0	NAGGN - NAGGN	NAGGN
c01068_NODE_10...region001	c02263_NODE_22...region001	0.11936132609844208	0.7755244970321655	0.75	0.8863972425460815	0.6666666865348816	0.2675159275531769	0.09436359256505966	1	2	arylpolyene - arylpolyene	arylpolyene
c03302_NODE_33...region001	c03647_NODE_36...region001	0.208859384059906	0.6259034872055054	0.6666666865348816	0.7984267473220825	0.5	1.0	0.10176990926265717	1	2	arylpolyene - arylpolyene	arylpolyene
c03974_NODE_39...region001	c05901_NODE_59...region001	0.14205020666122437	0.7360778450965881	1.0	0.8535565137863159	1.0	0.0	0.14644351601600647	0	2	arylpolyene - arylpolyene	arylpolyene
BGC0001074.1	BGC0001568.1	0.10554767400026321	0.8000449538230896	0.9230769276618958	0.8946131467819214	0.8723404407501221	0.11058124154806137	0.09142696112394333	43	4	oligosaccharide.t2pks - oligosaccharide.t2pks	oligosaccharide.t2pks
AXVU01000027.1.region001	JAACKE010000001.region014	0.25313600897789	0.5578058362007141	0.625	0.7557876110076904	0.375	0.24421238899230957	0.0	5	0	ectoine - ectoine	ectoine
c02610_NODE_26...region001	c04768_NODE_47...region001	0.15040713548660278	0.7218080163002014	1.0	0.8449410796165466	1.0	0.0	0.15505890548229218	0	2	arylpolyene - arylpolyene	arylpolyene
c01847_NODE_18...region001	c03125_NODE_31...region001	0.14607787132263184	0.72918301820755	1.0	0.8494042754173279	1.0	0.33954232931137085	0.05612244829535484	2	1	arylpolyene - arylpolyene	arylpolyene
CP011664.1.region016	PTJS01000001.1.region018	0.13731136918067932	0.744231641292572	1.0	0.8584418892860413	1.0	0.14155811071395874	0.0	13	0	siderophore - siderophore	siderophore
BGC0000844.1	BGC0000845.1	0.17167551815509796	0.6861214637756348	0.3214285671710968	0.8445647954940796	0.29411765933036804	0.1554352194070816	0.0	14	0	blactam - other	
c00649_NODE_64...region001	c02700_NODE_27...region001	0.010858208872377872	0.9784014821052551	1.0	0.9888059496879578	1.0	0.0	0.011194029822945595	0	2	arylpolyene - arylpolyene	arylpolyene
c02446_NODE_24...region001	c05994_NODE_59...region001	0.13153153657913208	0.7542374730110168	0.3333333432674408	0.8918918967247009	0.0	0.0	0.10810811072587967	0	1	arylpolyene - arylpolyene	arylpolyene
c00531_NODE_53...region001	c00731_NODE_73...region001	0.14558257162570953	0.7300291657447815	0.625	0.8626173734664917	0.5714285969734192	0.23626942932605743	0.013774104416370392	5	1	arylpolyene - resorcinol	
c00957_NODE_95...region001	c01872_NODE_18...region001	0.22821345925331116	0.5956544876098633	0.75	0.7741785645484924	0.6666666865348816	0.5	0.15727679431438446	2	2	arylpolyene - arylpolyene	arylpolyene
ARGG01000060.1.region003	SHKZ01000001.1.region009	0.16791409254074097	0.6923669576644897	0.6000000238418579	0.8401802182197571	0.5555555820465088	0.1598197966814041	0.0	6	0	siderophore - siderophore	siderophore
c00779_NODE_77...region001	c01149_NODE_11...region001	0.28354957699775696	0.5133011937141418	1.0	0.7076808214187622	1.0	0.0	0.3288590610027313	1	2	arylpolyene - arylpolyene	arylpolyene
c02729_NODE_27...region001	c04226_NODE_42...region001	0.24510324001312256	0.5698691010475159	0.6666666865348816	0.76106196641922	0.5	1.0	0.14380531013011932	1	2	arylpolyene - arylpolyene	arylpolyene
BGC0000827.1	JAASAV010000007.region001	0.012299501337110996	0.9755522608757019	1.0	0.9873201251029968	1.0	0.01267989818006754	0.0	14	0	indole - indole	indole
ACWH01000015.1.region001	c00748_NODE_74...region001	0.037439655512571335	0.926522433757782	1.0	0.961402416229248	1.0	0.11024981737136841	0.02516278624534607	3	4	arylpolyene - arylpolyene	arylpolyene
BX571856.1.region001	CP003603.1.region001	0.012351485900580883	0.9754495620727539	1.0	0.987266480922699	1.0	0.012733490206301212	0.0	14	0	siderophore - siderophore	siderophore
AXVU01000097.1.region001	JNID01000045.1.region001	0.17668373882770538	0.6778496503829956	0.0476190485060215	0.8473069071769714	0.0476190485060215	0.15269309282302856	0.0	2	0	T3PKS.terpene - other	
AGXJ01000027.1.region001	c00849_NODE_84...region001	0.09725940227508545	0.8149405717849731	1.0	0.8997325897216797	1.0	0.15514738857746124	0.08311744034290314	5	4	arylpolyene - arylpolyene	arylpolyene
AE004091.2.region013	CP000744.1.region010	0.22125230729579926	0.6064479947090149	0.47058823704719543	0.7882784008979797	0.47058823704719543	0.21172159910202026	0.0	11	0	phenazine - phenazine.NRPS	
c03156_NODE_31...region001	c04035_NODE_40...region001	0.013857142999768257	0.9724777340888977	1.0	0.9857142567634583	1.0	0.0714285746216774	0.0	1	1	arylpolyene - arylpolyene	arylpolyene
ARHR01000073.1.region001	KB897633.1.region003	0.0015306235291063786	0.996941089630127	1.0	0.9984220266342163	1.0	0.0015779624227434397	0.0	13	0	siderophore - siderophore	siderophore
c03302_NODE_33...region001	c04585_NODE_45...region001	0.22051846981048584	0.607591450214386	1.0	0.7726613879203796	1.0	0.02500000037252903	0.25263094902038574	1	2	arylpolyene - arylpolyene	arylpolyene
AUEV01000017.1.region001	PTJS01000001.1.region018	0.16201195120811462	0.7022239565849304	0.9090909361839294	0.8390692472457886	0.75	0.1609307825565338	0.0	12	0	siderophore - siderophore	siderophore
c00887_NODE_88...region001	c06313_NODE_63...region001	0.2281396985054016	0.5957683324813843	1.0	0.7648044228553772	1.0	0.46666666865348816	0.20626167953014374	1	2	arylpolyene - arylpolyene	arylpolyene
c01832_NODE_18...region001	c01969_NODE_19...region001	0.14406976103782654	0.7326165437698364	1.0	0.8720930218696594	0.0	0.12790697813034058	0.0	1	0	arylpolyene - resorcinol	
c00758_NODE_75...region001	c06236_NODE_62...region001	0.27834552526474	0.5207852125167847	0.6000000238418579	0.7274788618087769	0.5	0.7841269969940186	0.08066896349191666	3	2	arylpolyene - arylpolyene	arylpolyene
c02143_NODE_21...region001	c04225_NODE_42...region001	0.01678222231566906	0.9667171835899353	0.6666666865348816	0.9964444637298584	0.5	0.0	0.004444444552063942	1	1	arylpolyene - arylpolyene	arylpolyene
c02445_NODE_24...region001	c10697_NODE_10...region001	0.19927142560482025	0.6411662101745605	1.0	0.7945655584335327	1.0	0.30645161867141724	0.18018017709255219	1	1	arylpolyene - arylpolyene	arylpolyene
c02203_NODE_22...region001	c03558_NODE_35...region001	0.17814749479293823	0.675441563129425	0.6666666865348816	0.8300884962081909	0.5	0.0	0.21238937973976135	1	1	arylpolyene - arylpolyene	arylpolyene
NIBV01000001.1.region004	NKHQ01000024.1.region001	0.2788669764995575	0.5200328230857849	0.71875	0.7251443266868591	0.5277777910232544	0.2858469784259796	0.1979166716337204	28	1	betalactone - betalactone	betalactone
AUEV01000012.1.region001	AUKO01000004.1.region001	0.1905248463153839	0.6552500128746033	1.0	0.8035826683044434	1.0	0.19641736149787903	0.0	6	0	siderophore - siderophore	siderophore
c03207_NODE_32...region001	c04447_NODE_44...region001	0.2338418811559677	0.5869982838630676	0.75	0.7683760523796082	0.6666666865348816	0.5	0.1645299196243286	2	2	arylpolyene - arylpolyene	arylpolyene
c03485_NODE_34...region001	c03498_NODE_34...region001	0.03645996004343033	0.9284093976020813	1.0	0.962412416934967	1.0	0.05000000074505806	0.036036036908626556	1	2	arylpolyene - arylpolyene	arylpolyene
c01322_NODE_13...region001	c03686_NODE_36...region001	0.18712958693504333	0.6607583165168762	0.5	0.8259832262992859	0.3333333432674408	0.5040322542190552	0.009009009227156639	2	1	arylpolyene - arylpolyene	arylpolyene
JAAHIG010000041.region001	MKZR01000001.1.region024	0.2709929347038269	0.5314513444900513	0.581818163394928	0.7347553372383118	0.523809552192688	0.30687853693962097	0.10911749303340912	45	3	NRPS-like.T1PKS.CDPS - T1PKS.CDPS	
c02311_NODE_23...region001	c04201_NODE_42...region001	0.14161619544029236	0.736822783946991	1.0	0.85400390625	1.0	0.5833333134651184	0.09132891893386841	1	2	arylpolyene - arylpolyene	arylpolyene
c04038_NODE_40...region001	c06157_NODE_61...region001	0.21274326741695404	0.6197731494903564	0.6666666865348816	0.7944227457046509	0.5	1.0	0.10627441853284836	1	2	arylpolyene - arylpolyene	arylpolyene
AQPE01000061.1.region002	BGC0001558.1	0.010440008714795113	0.9792289733886719	1.0	0.9892371296882629	1.0	0.011773497797548771	0.006846810225397348	62	4	oligosaccharide.PKS-like.T2PKS.NRPS - oligosaccharide.t2pks	
c01367_NODE_13...region001	c03208_NODE_32...region001	0.2900277078151703	0.504060685634613	1.0	0.7010023593902588	1.0	0.39028680324554443	0.276175320148468	2	2	arylpolyene - arylpolyene	arylpolyene
KB846746.1.region001	PPFB01000001.1.region014	0.2627890706062317	0.5434799790382385	0.8333333134651184	0.7404236197471619	0.5333333611488342	0.25957635045051575	0.0	12	0	siderophore - siderophore	siderophore
c01713_NODE_17...region001	c03258_NODE_32...region001	0.21205872297286987	0.620851457118988	0.6666666865348816	0.7951284646987915	0.5	1.0	0.10548047721385956	1	2	arylpolyene - arylpolyene	arylpolyene
c02203_NODE_22...region001	c04225_NODE_42...region001	0.18158112466335297	0.6698094606399536	0.6666666865348816	0.82654869556427	0.5	0.0	0.21681416034698486	1	1	arylpolyene - arylpolyene	arylpolyene
c04037_NODE_40...region001	c07125_NODE_71...region001	0.26679685711860657	0.5375868678092957	0.6666666865348816	0.7386974096298218	0.5	0.0	0.2613025903701782	0	2	arylpolyene - arylpolyene	arylpolyene
c01012_NODE_10...region001	c01477_NODE_14...region001	0.11992674320936203	0.7745289206504822	0.6666666865348816	0.8901098966598511	0.5	0.10989011079072952	0.0	2	0	siderophore - siderophore	siderophore
AZWZ01000069.1.region001	JNID01000045.1.region001	0.11553901433944702	0.7822712063789368	0.1428571492433548	0.9073972105979919	0.1428571492433548	0.09260281175374985	0.0	4	0	T3PKS.terpene - other	
c02263_NODE_22...region001	c03208_NODE_32...region001	0.2915414273738861	0.5019135475158691	1.0	0.6994417905807495	1.0	0.39808958768844604	0.276175320148468	2	2	arylpolyene - arylpolyene	arylpolyene
AUFD01000009.1.region001	GG657754.1.region016	0.2614665925502777	0.5454316139221191	0.9090909361839294	0.7409002780914307	0.5384615659713745	0.25909972190856934	0.0	12	0	siderophore - siderophore	siderophore
CP003149.1.region004	CP006931.1.region004	0.02487068623304367	0.9508771896362305	1.0	0.9743601083755493	1.0	0.025639884173870087	0.0	22	0	hserlactone - hserlactone	hserlactone
c02292_NODE_22...region001	c05466_NODE_54...region001	0.02500000037252903	0.9506250023841858	0.5	1.0	0.0	0.0	0.0	1	0	arylpolyene - arylpolyene	arylpolyene
c02776_NODE_27...region001	c04413_NODE_44...region001	0.22587472200393677	0.5992699265480042	0.3333333432674408	0.7946308851242065	0.0	1.0	0.00671140942722559	1	1	arylpolyene - arylpolyene	arylpolyene
NIBS01000013.1.region001	NJAI01000003.1.region004	0.15919966995716095	0.7069451808929443	0.7666666507720947	0.8464046120643616	0.6060606241226196	0.13997896015644073	0.23529411852359772	24	1	betalactone - betalactone	betalactone
AP009324.1.region001	BGC0000943.1	0.011831870302557945	0.97647625207901	1.0	0.9878022074699402	1.0	0.012197804637253284	0.0	15	0	siderophore - siderophore	siderophore
AP009324.1.region001	CP003045.1.region001	0.010223018005490303	0.9796584844589233	1.0	0.989460825920105	1.0	0.010539193637669086	0.0	14	0	siderophore - siderophore	siderophore
JAASAW010000019.region001	MDRX01000001.1.region010	0.16175487637519836	0.7026548981666565	0.9230769276618958	0.8381591439247131	0.800000011920929	0.16184087097644806	0.0	14	0	NAGGN - NAGGN	NAGGN
